Price,Close,Return,AnomalyScore,Anomaly
Ticker,EURCHF=X,,,
date,,,,
2024-01-01,0.9283699989318848,0.0,1,False
2024-01-02,0.9291700124740601,0.0008617399776982282,1,False
2024-01-03,0.9302499890327454,0.0011623024249456382,1,False
2024-01-04,0.9276999831199646,-0.0027412049909639746,1,False
2024-01-05,0.9305999875068665,0.00312601534943302,1,False
2024-01-08,0.9308300018310547,0.00024716777055244776,1,False
2024-01-09,0.9286999702453613,-0.0022883142802695433,1,False
2024-01-10,0.931850016117096,0.0033918875553557992,1,False
2024-01-11,0.9333800077438354,0.0016418861407705432,1,False
2024-01-12,0.934499979019165,0.0011999092181509408,1,False
2024-01-15,0.9339600205421448,-0.0005778046967823691,1,False
2024-01-16,0.9369099736213684,0.003158543207782305,1,False
2024-01-17,0.9371799826622009,0.0002881910198786475,1,False
2024-01-18,0.9408000111579895,0.003862682262488537,1,False
2024-01-19,0.944350004196167,0.0037733769090924074,1,False
2024-01-22,0.9459199905395508,0.0016625047243157276,1,False
2024-01-23,0.945389986038208,-0.0005603058468406363,1,False
2024-01-24,0.9441999793052673,-0.0012587469198056533,1,False
2024-01-25,0.9390699863433838,-0.005433163603390634,1,False
2024-01-26,0.9403600096702576,0.0013737243715954417,1,False
2024-01-29,0.9369800090789795,-0.0035943687061547047,1,False
2024-01-30,0.933139979839325,-0.004098304342084247,1,False
2024-01-31,0.934499979019165,0.001457443908977396,1,False
2024-02-01,0.9316200017929077,-0.003081837657481934,1,False
2024-02-02,0.9326000213623047,0.0010519520485936518,1,False
2024-02-05,0.9345800280570984,0.0021231038488518372,1,False
2024-02-06,0.9352399706840515,0.0007061381659578814,1,False
2024-02-07,0.9352800250053406,4.282785439513326e-05,1,False
2024-02-08,0.9419699907302856,0.0071529013194810975,1,False
2024-02-09,0.9412999749183655,-0.0007112920990197669,1,False
2024-02-12,0.9439100027084351,0.002772790672066039,1,False
2024-02-13,0.9433000087738037,-0.0006462416256646231,1,False
2024-02-14,0.9502800107002258,0.007399556727976098,1,False
2024-02-15,0.9498999714851379,-0.00039992340237471335,1,False
2024-02-16,0.9478499889373779,-0.002158103599639971,1,False
2024-02-19,0.9497500061988831,0.002004554817408577,1,False
2024-02-20,0.9512500166893005,0.001579374025403757,1,False
2024-02-21,0.9532999992370605,0.002155040748272219,1,False
2024-02-22,0.9513499736785889,-0.0020455528795052524,1,False
2024-02-23,0.9526799917221069,0.0013980323543556494,1,False
2024-02-26,0.95346999168396,0.0008292395859232915,1,False
2024-02-27,0.9548199772834778,0.0014158658492582354,1,False
2024-02-28,0.953000009059906,-0.0019060851960279734,1,False
2024-02-29,0.9523100256919861,-0.0007240119216793683,1,False
2024-03-01,0.9557099938392639,0.003570232440645915,1,False
2024-03-04,0.9577100276947021,0.0020927204573886193,1,False
2024-03-05,0.9607999920845032,0.003226409143108677,1,False
2024-03-06,0.9591599702835083,-0.001706933612100392,1,False
2024-03-07,0.9614400267601013,0.002377138899905429,1,False
2024-03-08,0.9606999754905701,-0.0007697321194595208,1,False
2024-03-11,0.9602299928665161,-0.0004892085313252803,1,False
2024-03-12,0.9589999914169312,-0.001280944626519176,1,False
2024-03-13,0.9587000012397766,-0.00031281562027052345,1,False
2024-03-14,0.9620800018310547,0.0035256082058068294,1,False
2024-03-15,0.9623399972915649,0.0002702430775147757,1,False
2024-03-18,0.9615600109100342,-0.0008105101977741169,1,False
2024-03-19,0.9650300145149231,0.0036087228727459397,1,False
2024-03-20,0.9652199745178223,0.00019684362148542078,1,False
2024-03-21,0.9685800075531006,0.003481105990328137,1,False
2024-03-22,0.9750000238418579,0.006628276692367541,1,False
2024-03-25,0.9700899720191956,-0.005035950464200911,1,False
2024-03-26,0.9748499989509583,0.004906789131996714,1,False
2024-03-27,0.9788399934768677,0.004092931764069441,1,False
2024-03-28,0.979200005531311,0.00036779459037483697,1,False
2024-03-29,0.9724000096321106,-0.006944440217308556,1,False
2024-04-01,0.9734600186347961,0.0010900956316182153,1,False
2024-04-02,0.9717400074005127,-0.0017669048562422018,1,False
2024-04-03,0.9775500297546387,0.005978988525612294,1,False
2024-04-04,0.9785900115966797,0.0010638655929477991,1,False
2024-04-05,0.9769399762153625,-0.0016861355233177555,1,False
2024-04-08,0.9779999852180481,0.0010850298160507421,1,False
2024-04-09,0.9830300211906433,0.005143186143784728,1,False
2024-04-10,0.9805899858474731,-0.002482157503404414,1,False
2024-04-11,0.9807199835777283,0.00013257093395946384,1,False
2024-04-12,0.9759200215339661,-0.004894324704439734,1,False
2024-04-15,0.9729599952697754,-0.0030330623400246504,1,False
2024-04-16,0.9688100218772888,-0.004265307322667389,1,False
2024-04-17,0.9692400097846985,0.00044383098615807803,1,False
2024-04-18,0.9715499877929688,0.0023832879214131797,1,False
2024-04-19,0.9711300134658813,-0.00043227248454957845,1,False
2024-04-22,0.9709600210189819,-0.00017504602323303864,1,False
2024-04-23,0.9714999794960022,0.0005561078369153982,1,False
2024-04-24,0.9757800102233887,0.004405590136612236,1,False
2024-04-25,0.9783899784088135,0.0026747506180488934,1,False
2024-04-26,0.9789299964904785,0.0005519456388374255,1,False
2024-04-29,0.9782999753952026,-0.0006435813567206017,1,False
2024-04-30,0.9760000109672546,-0.0023509807684691797,1,False
2024-05-01,0.9807800054550171,0.004897535280788956,1,False
2024-05-02,0.9821699857711792,0.0014172192626593638,1,False
2024-05-03,0.976170003414154,-0.006108904205939569,1,False
2024-05-06,0.974590003490448,-0.0016185704520523814,1,False
2024-05-07,0.9762300252914429,0.001682781267118738,1,False
2024-05-08,0.9767699837684631,0.0005531057876027035,1,False
2024-05-09,0.9757800102233887,-0.0010135175747877367,1,False
2024-05-10,0.9766899943351746,0.0009325709711736074,1,False
2024-05-13,0.9762600064277649,-0.00044025014068294066,1,False
2024-05-14,0.9797999858856201,0.003626062149988396,1,False
2024-05-15,0.9806200265884399,0.0008369470449405281,1,False
2024-05-16,0.9806200265884399,0.0,1,False
2024-05-17,0.9846500158309937,0.004109633837046989,1,False
2024-05-20,0.9882100224494934,0.0036155045562002996,1,False
2024-05-21,0.9883999824523926,0.00019222634721738352,1,False
2024-05-22,0.9890999794006348,0.0007082122224499887,1,False
2024-05-23,0.9907000064849854,0.0016176596073940175,1,False
2024-05-24,0.9886500239372253,-0.002069226339296515,1,False
2024-05-27,0.991890013217926,0.0032771852548969527,1,False
2024-05-28,0.9919000267982483,1.0095454323399977e-05,1,False
2024-05-29,0.9900400042533875,-0.001875211709455038,1,False
2024-05-30,0.9862800240516663,-0.003797806336681031,1,False
2024-05-31,0.9784799814224243,-0.007908547713659564,1,False
2024-06-03,0.9781799912452698,-0.0003065879556559681,1,False
2024-06-04,0.9762300252914429,-0.0019934633413882796,1,False
2024-06-05,0.968500018119812,-0.007918223135293445,1,False
2024-06-06,0.9706400036811829,0.002209587528480661,1,False
2024-06-07,0.968999981880188,-0.001689629311356411,1,False
2024-06-10,0.9659600257873535,-0.003137209648792716,1,False
2024-06-11,0.9650200009346008,-0.0009731508837401703,1,False
2024-06-12,0.9642199873924255,-0.0008290123949767914,1,False
2024-06-13,0.966949999332428,0.0028313164793287715,1,False
2024-06-14,0.9599300026893616,-0.007259937585100462,1,False
2024-06-17,0.953249990940094,-0.006958852969021434,1,False
2024-06-18,0.9541100263595581,0.0009022139288099584,1,False
2024-06-19,0.9495999813079834,-0.0047269653676976775,1,False
2024-06-20,0.9505100250244141,0.0009583442863774216,1,False
2024-06-21,0.9543700218200684,0.0040609743127697495,1,False
2024-06-24,0.9559000134468079,0.0016031430071763442,1,False
2024-06-25,0.9585999846458435,0.00282453306941588,1,False
2024-06-26,0.9587799906730652,0.00018778012737841188,1,False
2024-06-27,0.9579799771308899,-0.0008344078411708367,1,False
2024-06-28,0.9621999859809875,0.00440511174642344,1,False
2024-07-01,0.9664499759674072,0.004416950788132423,1,False
2024-07-02,0.9697399735450745,0.0034042088669659076,1,False
2024-07-03,0.971310019493103,0.001619038083259472,1,False
2024-07-04,0.972100019454956,0.0008133345131817737,1,False
2024-07-05,0.9731699824333191,0.001100671697304323,1,False
2024-07-08,0.9691699743270874,-0.004110287183570982,1,False
2024-07-09,0.9723399877548218,0.003270853938634799,1,False
2024-07-10,0.9706199765205383,-0.0017689401402229965,1,False
2024-07-11,0.9741700291633606,0.003657510383773932,1,False
2024-07-12,0.9742299914360046,6.155216322500934e-05,1,False
2024-07-15,0.9761999845504761,0.0020221027188536134,1,False
2024-07-16,0.9758999943733215,-0.00030730401751921654,1,False
2024-07-17,0.9738699793815613,-0.002080146534957028,1,False
2024-07-18,0.9650700092315674,-0.009036083190060107,-1,True
2024-07-19,0.9673200249671936,0.002331453380690851,1,False
2024-07-22,0.9678300023078918,0.0005272064337917826,1,False
2024-07-23,0.9686999917030334,0.0008989072389438135,1,False
2024-07-24,0.9672499895095825,-0.0014968537275423799,1,False
2024-07-25,0.9592499732971191,-0.008270887877206978,1,False
2024-07-26,0.9556599855422974,-0.0037424945058713854,1,False
2024-07-29,0.9598699808120728,0.004405327557359673,1,False
2024-07-30,0.9586799740791321,-0.001239758255523249,1,False
2024-07-31,0.9539899826049805,-0.004892134602745402,1,False
2024-08-01,0.9504799842834473,-0.0036792821576058232,1,False
2024-08-02,0.941569983959198,-0.009374211421155132,-1,True
2024-08-05,0.9340400099754333,-0.007997253642370694,1,False
2024-08-06,0.9360799789428711,0.0021840273924575992,1,False
2024-08-07,0.9315000176429749,-0.0048927029772268815,1,False
2024-08-08,0.9389299750328064,0.007976336284600372,1,False
2024-08-09,0.9462599754333496,0.0078067593914945554,1,False
2024-08-12,0.9440199732780457,-0.0023672164240891025,1,False
2024-08-13,0.9457100033760071,0.0017902482424105859,1,False
2024-08-14,0.9514099955558777,0.006027209355428997,1,False
2024-08-15,0.9524800181388855,0.0011246703187963725,1,False
2024-08-16,0.9574099779129028,0.005175919368524129,1,False
2024-08-19,0.9564800262451172,-0.0009713202172938473,1,False
2024-08-20,0.956250011920929,-0.00024048000781695666,1,False
2024-08-21,0.9498900175094604,-0.006650974465027715,1,False
