annual_total_loss
8264622.769380716
8963203.708471503
9420012.79145705
8580038.647970324
8748642.358590469
9255260.832861956
8943387.212718356
9410035.604630705
9364268.879777582
8919443.047981795
8848968.740504071
8311722.175624079
8680304.204513883
9098027.861158114
8867849.146672726
9254658.64821104
9976525.687095001
10545836.226478064
9150847.32680049
8277116.307069125
9124739.182693617
8837411.499669002
9342120.606382174
9316230.09679423
9034726.603123972
8328135.058989976
8575512.517634895
8763793.21129261
9218220.910504574
8744612.396427603
10104604.780870987
9976029.838710885
9651071.600607717
8489116.168334328
8885694.905540863
9082137.321270643
10131987.651642011
9337069.471805234
8133184.011976267
9077926.287327545
9431536.146887712
8669614.714269457
9171614.940382633
9340493.57366665
8630924.511646302
8885033.363443611
8948215.14414896
9177296.540074855
8259534.581959809
9151396.907025866
8624064.698393805
9491923.583912702
8997938.649881503
8760214.488661222
7551758.751034278
10102115.351722615
9419232.145791538
8459364.165192263
8725758.683933303
8983073.58680015
8252154.21658131
9462351.897792019
10719212.184908718
8819170.65419872
8825928.834651625
8281436.756976071
8909501.21159876
9294702.091014408
8150066.2849819
9536049.734322572
9153417.97939356
8177022.551452177
9364789.98724048
8262521.156476586
9829887.91342747
9018123.278648548
9627913.53074575
8407024.418439496
8287128.954015863
8817245.735791987
9203394.256896356
8526732.904726632
8438390.616090687
8766635.19098423
9083593.491965415
8158854.374700821
8105394.243660199
9506711.303846007
9076984.614987208
9902624.259676535
9197359.702579508
9200675.512657145
8310646.400308949
7709852.35642446
8279565.028158484
8820309.2535182
8153414.794614347
8757184.407562463
8783360.444400882
10324793.252440756
8373271.414316609
8695530.610231884
8963851.062834682
8966449.803390078
8052302.354592834
8847210.347000804
8547254.307453994
9298500.835475152
9763681.279229352
9174487.688260628
8654010.50813545
9086544.584830545
8634669.206101948
9393727.988003159
9007508.487783533
9068578.568203798
8874698.774724754
8907675.016432768
9265491.700222084
8460584.907094318
9942079.58962267
8645787.221278165
7922172.391146383
10064626.152026271
8845396.347093036
9206745.3556106
8999763.102978814
8687078.246457523
8445312.795682097
8449019.467424437
9465084.438397938
9620207.359188858
8465660.405209811
7978256.544059328
9090772.415804803
9083921.327682825
10236672.243045012
8636424.757074522
8366063.436930481
8836381.701287663
8623027.680342179
8496735.680591386
8853076.505071322
8621586.393096948
8954998.885163851
8495139.844097886
8607208.000495294
8966809.989743108
7842878.10227678
8226412.409628131
9427071.274676682
8944423.424165074
8690215.32864783
9707006.400734387
8828607.983720873
8528114.146627866
8593839.247718973
8749597.474029213
8831881.69507961
8627447.807257406
8575648.357306138
8502664.242741575
7786951.268563122
9664704.432880793
8493352.007264206
8461659.556648584
8683817.224520195
9819944.485743994
8643962.04564147
8199105.134138388
8707791.00653982
9293176.331922885
9046193.623754334
8411295.728189666
7989962.156060235
8941921.649203677
8935474.088992285
9565048.983890165
8966389.364784356
8525260.949105296
8766657.391147394
8928683.817077115
9552859.30526839
8862858.107105324
8032611.711435565
8546504.207318004
9602078.418255774
9396396.617020048
9824306.534193248
8991366.461592872
9008671.467653465
9527188.420394778
7788203.485427337
8965590.2294488
8603278.635543039
8785888.406101413
8510084.778553542
8141448.763595988
8306858.058793213
8023125.414801743
8236141.358059033
8779569.67288289
